Entity,Code,Day,COVID-19 positivity rate
Bahrain,BHR,2020-05-17,3.9767177
Bahrain,BHR,2020-05-18,3.9802651
Bahrain,BHR,2020-05-19,3.9596176
Bahrain,BHR,2020-05-20,3.958566
Bahrain,BHR,2020-05-21,3.9349818
Bahrain,BHR,2020-05-22,3.973536
Bahrain,BHR,2020-05-23,3.9488177
Bahrain,BHR,2020-05-24,4.0766068
Bahrain,BHR,2020-05-25,4.304897
Bahrain,BHR,2020-05-26,4.4984026
Bahrain,BHR,2020-05-27,4.6655097
Bahrain,BHR,2020-05-28,4.8148994
Bahrain,BHR,2020-05-29,4.976108
Bahrain,BHR,2020-05-30,5.29204
Bahrain,BHR,2020-05-31,5.4293523
Bahrain,BHR,2020-06-01,5.4792275
Bahrain,BHR,2020-06-02,5.5990896
Bahrain,BHR,2020-06-03,5.7628903
Bahrain,BHR,2020-06-04,5.9762015
Bahrain,BHR,2020-06-05,6.1375484
Bahrain,BHR,2020-06-06,6.1909146
Bahrain,BHR,2020-06-07,6.412695
Bahrain,BHR,2020-06-08,6.5293474
Bahrain,BHR,2020-06-09,6.728947
Bahrain,BHR,2020-06-10,6.9755135
Bahrain,BHR,2020-06-11,7.168517
Bahrain,BHR,2020-06-12,7.4009376
Bahrain,BHR,2020-06-13,7.5870194
Bahrain,BHR,2020-06-14,7.635551
Bahrain,BHR,2020-06-15,7.7598877
Bahrain,BHR,2020-06-16,7.5524426
Bahrain,BHR,2020-06-17,7.201387
Bahrain,BHR,2020-06-18,6.846814
Bahrain,BHR,2020-06-19,6.447339
Bahrain,BHR,2020-06-20,6.0955696
Bahrain,BHR,2020-06-21,5.769767
Bahrain,BHR,2020-06-22,5.4668317
Bahrain,BHR,2020-06-23,5.5443006
Bahrain,BHR,2020-06-24,5.7955475
Bahrain,BHR,2020-06-25,6.0824904
Bahrain,BHR,2020-06-26,6.38458
Bahrain,BHR,2020-06-27,6.712387
Bahrain,BHR,2020-06-28,7.0676737
Bahrain,BHR,2020-06-29,7.4159093
Bahrain,BHR,2020-06-30,7.470568
Bahrain,BHR,2020-07-01,7.2987914
Bahrain,BHR,2020-07-02,7.124983
Bahrain,BHR,2020-07-03,6.9185286
Bahrain,BHR,2020-07-04,6.6404214
Bahrain,BHR,2020-07-05,6.2451053
Bahrain,BHR,2020-07-06,5.8289957
Bahrain,BHR,2020-07-07,5.508854
Bahrain,BHR,2020-07-08,5.297193
Bahrain,BHR,2020-07-09,5.1121793
Bahrain,BHR,2020-07-10,5.0532484
Bahrain,BHR,2020-07-11,5.033584
Bahrain,BHR,2020-07-12,5.277087
Bahrain,BHR,2020-07-13,5.5277557
Bahrain,BHR,2020-07-14,5.8235607
Bahrain,BHR,2020-07-15,6.1419725
Bahrain,BHR,2020-07-16,6.328578
Bahrain,BHR,2020-07-17,6.340186
Bahrain,BHR,2020-07-18,6.337595
Bahrain,BHR,2020-07-19,6.2175083
Bahrain,BHR,2020-07-20,6.1049633
Bahrain,BHR,2020-07-21,5.8523293
Bahrain,BHR,2020-07-22,5.555054
Bahrain,BHR,2020-07-23,5.3161893
Bahrain,BHR,2020-07-24,5.124236
Bahrain,BHR,2020-07-25,4.9431357
Bahrain,BHR,2020-07-26,4.662737
Bahrain,BHR,2020-07-27,4.3650503
Bahrain,BHR,2020-07-28,4.2232676
Bahrain,BHR,2020-07-29,4.110355
Bahrain,BHR,2020-07-30,4.035477
Bahrain,BHR,2020-07-31,4.068781
Bahrain,BHR,2020-08-01,4.10412
Bahrain,BHR,2020-08-02,4.2094383
Bahrain,BHR,2020-08-03,4.339459
Bahrain,BHR,2020-08-04,4.440059
Bahrain,BHR,2020-08-05,4.5641413
Bahrain,BHR,2020-08-06,4.755071
Bahrain,BHR,2020-08-07,4.7716246
Bahrain,BHR,2020-08-08,4.7791877
Bahrain,BHR,2020-08-09,4.82528
Bahrain,BHR,2020-08-10,4.850417
Bahrain,BHR,2020-08-11,4.8572445
Bahrain,BHR,2020-08-12,4.6983533
Bahrain,BHR,2020-08-13,4.4756985
Bahrain,BHR,2020-08-14,4.4038267
Bahrain,BHR,2020-08-15,4.3223243
Bahrain,BHR,2020-08-16,4.2010374
Bahrain,BHR,2020-08-17,4.09005
Bahrain,BHR,2020-08-18,3.986989
Bahrain,BHR,2020-08-19,4.0402517
Bahrain,BHR,2020-08-20,4.0652165
Bahrain,BHR,2020-08-21,4.0194826
Bahrain,BHR,2020-08-22,4.0031447
Bahrain,BHR,2020-08-23,3.977476
Bahrain,BHR,2020-08-24,3.9281754
Bahrain,BHR,2020-08-25,3.8862746
Bahrain,BHR,2020-08-26,3.8253927
Bahrain,BHR,2020-08-27,3.773431
Bahrain,BHR,2020-08-28,3.7473216
Bahrain,BHR,2020-08-29,3.7058659
Bahrain,BHR,2020-08-30,3.630028
Bahrain,BHR,2020-08-31,3.59699
Bahrain,BHR,2020-09-01,3.6066127
Bahrain,BHR,2020-09-02,3.7386734
Bahrain,BHR,2020-09-03,3.8395684
Bahrain,BHR,2020-09-04,3.9351003
Bahrain,BHR,2020-09-05,4.0841727
Bahrain,BHR,2020-09-06,4.2790465
Bahrain,BHR,2020-09-07,4.4751773
Bahrain,BHR,2020-09-08,4.606212
Bahrain,BHR,2020-09-09,4.643987
Bahrain,BHR,2020-09-10,4.7601805
Bahrain,BHR,2020-09-11,4.90195
Bahrain,BHR,2020-09-12,5.0055723
Bahrain,BHR,2020-09-13,5.268423
Bahrain,BHR,2020-09-14,5.5901804
Bahrain,BHR,2020-09-15,5.7756615
Bahrain,BHR,2020-09-16,5.9316154
Bahrain,BHR,2020-09-17,6.139839
Bahrain,BHR,2020-09-18,6.382405
Bahrain,BHR,2020-09-19,6.4708548
Bahrain,BHR,2020-09-20,6.3930993
Bahrain,BHR,2020-09-21,6.2218294
Bahrain,BHR,2020-09-22,6.3575444
Bahrain,BHR,2020-09-23,6.5150805
Bahrain,BHR,2020-09-24,6.3457317
Bahrain,BHR,2020-09-25,6.1282196
Bahrain,BHR,2020-09-26,6.2264447
Bahrain,BHR,2020-09-27,6.2463775
Bahrain,BHR,2020-09-28,6.2363257
Bahrain,BHR,2020-09-29,6.0369816
Bahrain,BHR,2020-09-30,5.798374
Bahrain,BHR,2020-10-01,5.9200854
Bahrain,BHR,2020-10-02,5.918252
Bahrain,BHR,2020-10-03,5.69194
Bahrain,BHR,2020-10-04,5.5363545
Bahrain,BHR,2020-10-05,5.3733997
Bahrain,BHR,2020-10-06,5.2378902
Bahrain,BHR,2020-10-07,5.009993
Bahrain,BHR,2020-10-08,4.6961226
Bahrain,BHR,2020-10-09,4.539334
Bahrain,BHR,2020-10-10,4.4214697
Bahrain,BHR,2020-10-11,4.3073177
Bahrain,BHR,2020-10-12,4.2430334
Bahrain,BHR,2020-10-13,4.168399
Bahrain,BHR,2020-10-14,4.2979345
Bahrain,BHR,2020-10-15,4.3216667
Bahrain,BHR,2020-10-16,4.220174
Bahrain,BHR,2020-10-17,4.114177
Bahrain,BHR,2020-10-18,3.9834597
Bahrain,BHR,2020-10-19,3.8491564
Bahrain,BHR,2020-10-20,3.7238586
Bahrain,BHR,2020-10-21,3.505307
Bahrain,BHR,2020-10-22,3.3550098
Bahrain,BHR,2020-10-23,3.281292
Bahrain,BHR,2020-10-24,3.2274232
Bahrain,BHR,2020-10-25,3.2355986
Bahrain,BHR,2020-10-26,3.1818497
Bahrain,BHR,2020-10-27,3.1536176
Bahrain,BHR,2020-10-28,3.1409893
Bahrain,BHR,2020-10-29,3.0979097
Bahrain,BHR,2020-10-30,3.0497
Bahrain,BHR,2020-10-31,2.975146
Bahrain,BHR,2020-11-01,2.8284094
Bahrain,BHR,2020-11-02,2.8044083
Bahrain,BHR,2020-11-03,2.7183208
Bahrain,BHR,2020-11-04,2.597575
Bahrain,BHR,2020-11-05,2.5100887
Bahrain,BHR,2020-11-06,2.4138753
Bahrain,BHR,2020-11-07,2.342512
Bahrain,BHR,2020-11-08,2.3203182
Bahrain,BHR,2020-11-09,2.224105
Bahrain,BHR,2020-11-10,2.1673634
Bahrain,BHR,2020-11-11,2.1213403
Bahrain,BHR,2020-11-12,2.0686357
Bahrain,BHR,2020-11-13,2.0326774
Bahrain,BHR,2020-11-14,1.9900311
Bahrain,BHR,2020-11-15,1.930255
Bahrain,BHR,2020-11-16,1.8874902
Bahrain,BHR,2020-11-17,1.8494707
Bahrain,BHR,2020-11-18,1.8141941
Bahrain,BHR,2020-11-19,1.7775922
Bahrain,BHR,2020-11-20,1.7429416
Bahrain,BHR,2020-11-21,1.7098348
Bahrain,BHR,2020-11-22,1.6786636
Bahrain,BHR,2020-11-23,1.6336269
Bahrain,BHR,2020-11-24,1.5895884
Bahrain,BHR,2020-11-25,1.5539575
Bahrain,BHR,2020-11-26,1.5224882
Bahrain,BHR,2020-11-27,1.4942508
Bahrain,BHR,2020-11-28,1.4726765
Bahrain,BHR,2020-11-29,1.4620168
Bahrain,BHR,2020-11-30,1.4722686
Bahrain,BHR,2020-12-01,1.4799256
Bahrain,BHR,2020-12-02,1.4960374
Bahrain,BHR,2020-12-03,1.5044218
Bahrain,BHR,2020-12-04,1.508124
Bahrain,BHR,2020-12-05,1.5087703
Bahrain,BHR,2020-12-06,1.505368
Bahrain,BHR,2020-12-07,1.5033534
Bahrain,BHR,2020-12-08,1.5054877
Bahrain,BHR,2020-12-09,1.5017699
Bahrain,BHR,2020-12-10,1.5233016
Bahrain,BHR,2020-12-11,1.5499238
Bahrain,BHR,2020-12-12,1.5846375
Bahrain,BHR,2020-12-13,1.6215436
Bahrain,BHR,2020-12-14,1.6445
Bahrain,BHR,2020-12-15,1.6501437
Bahrain,BHR,2020-12-16,1.6465707
Bahrain,BHR,2020-12-17,1.6197265
Bahrain,BHR,2020-12-18,1.5947863
Bahrain,BHR,2020-12-19,1.557104
Bahrain,BHR,2020-12-20,1.5286982
Bahrain,BHR,2020-12-21,1.5217341
Bahrain,BHR,2020-12-22,1.54167
Bahrain,BHR,2020-12-23,1.5768697
Bahrain,BHR,2020-12-24,1.6278962
Bahrain,BHR,2020-12-25,1.7003919
Bahrain,BHR,2020-12-26,1.798528
Bahrain,BHR,2020-12-27,1.8983049
Bahrain,BHR,2020-12-28,1.9862566
Bahrain,BHR,2020-12-29,2.080058
Bahrain,BHR,2020-12-30,2.174984
Bahrain,BHR,2020-12-31,2.2738683
Bahrain,BHR,2021-01-01,2.3372097
Bahrain,BHR,2021-01-02,2.3878102
Bahrain,BHR,2021-01-03,2.4361012
Bahrain,BHR,2021-01-04,2.4904857
Bahrain,BHR,2021-01-05,2.5251837
Bahrain,BHR,2021-01-06,2.5426457
Bahrain,BHR,2021-01-07,2.547443
Bahrain,BHR,2021-01-08,2.57868
Bahrain,BHR,2021-01-09,2.6089292
Bahrain,BHR,2021-01-10,2.6234672
Bahrain,BHR,2021-01-11,2.6140938
Bahrain,BHR,2021-01-12,2.6158278
Bahrain,BHR,2021-01-13,2.641226
Bahrain,BHR,2021-01-14,2.6722846
Bahrain,BHR,2021-01-15,2.678007
Bahrain,BHR,2021-01-16,2.6532452
Bahrain,BHR,2021-01-17,2.6275103
Bahrain,BHR,2021-01-18,2.6387565
Bahrain,BHR,2021-01-19,2.6466475
Bahrain,BHR,2021-01-20,2.6417265
Bahrain,BHR,2021-01-21,2.6342983
Bahrain,BHR,2021-01-22,2.6318564
Bahrain,BHR,2021-01-23,2.6791563
Bahrain,BHR,2021-01-24,2.7454588
Bahrain,BHR,2021-01-25,2.7904713
Bahrain,BHR,2021-01-26,2.8483691
Bahrain,BHR,2021-01-27,2.931514
Bahrain,BHR,2021-01-28,3.0243723
Bahrain,BHR,2021-01-29,3.1300094
Bahrain,BHR,2021-01-30,3.215225
Bahrain,BHR,2021-01-31,3.3284879
Bahrain,BHR,2021-02-01,3.4451709
Bahrain,BHR,2021-02-02,3.551968
Bahrain,BHR,2021-02-03,3.6368127
Bahrain,BHR,2021-02-04,3.7268548
Bahrain,BHR,2021-02-05,3.8485954
Bahrain,BHR,2021-02-06,4.006458
Bahrain,BHR,2021-02-07,4.1120534
Bahrain,BHR,2021-02-08,4.240956
Bahrain,BHR,2021-02-09,4.3761015
Bahrain,BHR,2021-02-10,4.522339
Bahrain,BHR,2021-02-11,4.6795144
Bahrain,BHR,2021-02-12,4.8185363
Bahrain,BHR,2021-02-13,4.944146
Bahrain,BHR,2021-02-14,5.1223545
Bahrain,BHR,2021-02-15,5.271724
Bahrain,BHR,2021-02-16,5.4278426
Bahrain,BHR,2021-02-17,5.571702
Bahrain,BHR,2021-02-18,5.679141
Bahrain,BHR,2021-02-19,5.7350225
Bahrain,BHR,2021-02-20,5.7349586
Bahrain,BHR,2021-02-21,5.696206
Bahrain,BHR,2021-02-22,5.648639
Bahrain,BHR,2021-02-23,5.554864
Bahrain,BHR,2021-02-24,5.4421964
Bahrain,BHR,2021-02-25,5.3267956
Bahrain,BHR,2021-02-26,5.234574
Bahrain,BHR,2021-02-27,5.1496944
Bahrain,BHR,2021-02-28,5.0432806
Bahrain,BHR,2021-03-01,4.942292
Bahrain,BHR,2021-03-02,4.8465924
Bahrain,BHR,2021-03-03,4.7392654
Bahrain,BHR,2021-03-04,4.644827
Bahrain,BHR,2021-03-05,4.5440893
Bahrain,BHR,2021-03-06,4.4643764
Bahrain,BHR,2021-03-07,4.3998237
Bahrain,BHR,2021-03-08,4.322064
Bahrain,BHR,2021-03-09,4.2587743
Bahrain,BHR,2021-03-10,4.2087636
Bahrain,BHR,2021-03-11,4.135344
Bahrain,BHR,2021-03-12,4.0777903
Bahrain,BHR,2021-03-13,4.030475
Bahrain,BHR,2021-03-14,3.9741983
Bahrain,BHR,2021-03-15,3.9489536
Bahrain,BHR,2021-03-16,3.934987
Bahrain,BHR,2021-03-17,3.9539561
Bahrain,BHR,2021-03-18,4.0155563
Bahrain,BHR,2021-03-19,4.0750194
Bahrain,BHR,2021-03-20,4.1221957
Bahrain,BHR,2021-03-21,4.2143984
Bahrain,BHR,2021-03-22,4.3005896
Bahrain,BHR,2021-03-23,4.3891535
Bahrain,BHR,2021-03-24,4.465323
Bahrain,BHR,2021-03-25,4.508683
Bahrain,BHR,2021-03-26,4.5611196
Bahrain,BHR,2021-03-27,4.621947
Bahrain,BHR,2021-03-28,4.6627584
Bahrain,BHR,2021-03-29,4.733205
Bahrain,BHR,2021-03-30,4.799013
Bahrain,BHR,2021-03-31,4.872693
Bahrain,BHR,2021-04-01,4.973228
Bahrain,BHR,2021-04-02,5.080386
Bahrain,BHR,2021-04-03,5.2016153
Bahrain,BHR,2021-04-04,5.3493714
Bahrain,BHR,2021-04-05,5.453885
Bahrain,BHR,2021-04-06,5.5646634
Bahrain,BHR,2021-04-07,5.6646495
Bahrain,BHR,2021-04-08,5.7724833
Bahrain,BHR,2021-04-09,5.8727903
Bahrain,BHR,2021-04-10,5.951718
Bahrain,BHR,2021-04-11,5.971313
Bahrain,BHR,2021-04-12,5.9980373
Bahrain,BHR,2021-04-13,6.0395594
Bahrain,BHR,2021-04-14,6.079417
Bahrain,BHR,2021-04-15,6.097651
Bahrain,BHR,2021-04-16,6.0942235
Bahrain,BHR,2021-04-17,6.1100087
Bahrain,BHR,2021-04-18,6.14064
Bahrain,BHR,2021-04-19,6.1739798
Bahrain,BHR,2021-04-20,6.1764755
Bahrain,BHR,2021-04-21,6.1795278
Bahrain,BHR,2021-04-22,6.1871724
Bahrain,BHR,2021-04-23,6.2187414
Bahrain,BHR,2021-04-24,6.2288394
Bahrain,BHR,2021-04-25,6.273823
Bahrain,BHR,2021-04-26,6.3288307
Bahrain,BHR,2021-04-27,6.405855
Bahrain,BHR,2021-04-28,6.483186
Bahrain,BHR,2021-04-29,6.5695753
Bahrain,BHR,2021-04-30,6.63512
Bahrain,BHR,2021-05-01,6.7219324
Bahrain,BHR,2021-05-02,6.7817287
Bahrain,BHR,2021-05-03,6.8627114
Bahrain,BHR,2021-05-04,6.9310083
Bahrain,BHR,2021-05-05,7.0379257
Bahrain,BHR,2021-05-06,7.161163
Bahrain,BHR,2021-05-07,7.346465
Bahrain,BHR,2021-05-08,7.566408
Bahrain,BHR,2021-05-09,7.8241243
Bahrain,BHR,2021-05-10,8.059855
Bahrain,BHR,2021-05-11,8.328356
Bahrain,BHR,2021-05-12,8.573661
Bahrain,BHR,2021-05-13,8.775706
Bahrain,BHR,2021-05-14,9.000187
Bahrain,BHR,2021-05-15,9.161228
Bahrain,BHR,2021-05-16,9.318435
Bahrain,BHR,2021-05-17,9.498817
Bahrain,BHR,2021-05-18,9.601506
Bahrain,BHR,2021-05-19,9.6903
Bahrain,BHR,2021-05-20,9.876214
Bahrain,BHR,2021-05-21,10.005861
Bahrain,BHR,2021-05-22,10.265387
Bahrain,BHR,2021-05-23,10.563501
Bahrain,BHR,2021-05-24,10.923928
Bahrain,BHR,2021-05-25,11.45599
Bahrain,BHR,2021-05-26,12.06647
Bahrain,BHR,2021-05-27,12.6411495
Bahrain,BHR,2021-05-28,13.253946
Bahrain,BHR,2021-05-29,13.725612
Bahrain,BHR,2021-05-30,14.166706
Bahrain,BHR,2021-05-31,14.470583
Bahrain,BHR,2021-06-01,14.640368
Bahrain,BHR,2021-06-02,14.740479
Bahrain,BHR,2021-06-03,14.755006
Bahrain,BHR,2021-06-04,14.65856
Bahrain,BHR,2021-06-05,14.531665
Bahrain,BHR,2021-06-06,14.216214
Bahrain,BHR,2021-06-07,13.884165
Bahrain,BHR,2021-06-08,13.517808
Bahrain,BHR,2021-06-09,13.039194
Bahrain,BHR,2021-06-10,12.529617
Bahrain,BHR,2021-06-11,11.976155
Bahrain,BHR,2021-06-12,11.425255
Bahrain,BHR,2021-06-13,10.950089
Bahrain,BHR,2021-06-14,10.44113
Bahrain,BHR,2021-06-15,9.82328
Bahrain,BHR,2021-06-16,9.218231
Bahrain,BHR,2021-06-17,8.594723
Bahrain,BHR,2021-06-18,7.980488
Bahrain,BHR,2021-06-19,7.3278384
Bahrain,BHR,2021-06-20,6.6735015
Bahrain,BHR,2021-06-21,6.044397
Bahrain,BHR,2021-06-22,5.511002
Bahrain,BHR,2021-06-23,4.996158
Bahrain,BHR,2021-06-24,4.53508
Bahrain,BHR,2021-06-25,4.131655
Bahrain,BHR,2021-06-26,3.7832112
Bahrain,BHR,2021-06-27,3.482158
Bahrain,BHR,2021-06-28,3.2170813
Bahrain,BHR,2021-06-29,2.9802363
Bahrain,BHR,2021-06-30,2.7802515
Bahrain,BHR,2021-07-01,2.5771642
Bahrain,BHR,2021-07-02,2.37706
Bahrain,BHR,2021-07-03,2.1924455
Bahrain,BHR,2021-07-04,2.009481
Bahrain,BHR,2021-07-05,1.837128
Bahrain,BHR,2021-07-06,1.6731123
Bahrain,BHR,2021-07-07,1.5283498
Bahrain,BHR,2021-07-08,1.4088715
Bahrain,BHR,2021-07-09,1.313472
Bahrain,BHR,2021-07-10,1.2318594
Bahrain,BHR,2021-07-11,1.1630204
Bahrain,BHR,2021-07-12,1.1038617
Bahrain,BHR,2021-07-13,1.0515287
Bahrain,BHR,2021-07-14,0.9977639
Bahrain,BHR,2021-07-15,0.94639814
Bahrain,BHR,2021-07-16,0.89579624
Bahrain,BHR,2021-07-17,0.84329313
Bahrain,BHR,2021-07-18,0.79914576
Bahrain,BHR,2021-07-19,0.759924
Bahrain,BHR,2021-07-20,0.72177595
Bahrain,BHR,2021-07-21,0.6969492
Bahrain,BHR,2021-07-22,0.6766216
Bahrain,BHR,2021-07-23,0.6636531
Bahrain,BHR,2021-07-24,0.65830487
Bahrain,BHR,2021-07-25,0.6543306
Bahrain,BHR,2021-07-26,0.65991235
Bahrain,BHR,2021-07-27,0.674687
Bahrain,BHR,2021-07-28,0.688774
Bahrain,BHR,2021-07-29,0.71056086
Bahrain,BHR,2021-07-30,0.7243367
Bahrain,BHR,2021-07-31,0.7353115
Bahrain,BHR,2021-08-01,0.7510953
Bahrain,BHR,2021-08-02,0.75851566
Bahrain,BHR,2021-08-03,0.7647241
Bahrain,BHR,2021-08-04,0.76550007
Bahrain,BHR,2021-08-05,0.7601218
Bahrain,BHR,2021-08-06,0.75477725
Bahrain,BHR,2021-08-07,0.74006015
Bahrain,BHR,2021-08-08,0.7187363
Bahrain,BHR,2021-08-09,0.698591
Bahrain,BHR,2021-08-10,0.67705107
Bahrain,BHR,2021-08-11,0.6697238
Bahrain,BHR,2021-08-12,0.6761344
Bahrain,BHR,2021-08-13,0.6887231
Bahrain,BHR,2021-08-14,0.72710097
Bahrain,BHR,2021-08-15,0.773183
Bahrain,BHR,2021-08-16,0.81685555
Bahrain,BHR,2021-08-17,0.8596948
Bahrain,BHR,2021-08-18,0.8644697
Bahrain,BHR,2021-08-19,0.85370404
Bahrain,BHR,2021-08-20,0.8426126
Bahrain,BHR,2021-08-21,0.8146977
Bahrain,BHR,2021-08-22,0.7780091
Bahrain,BHR,2021-08-23,0.7431698
Bahrain,BHR,2021-08-24,0.69244117
Bahrain,BHR,2021-08-25,0.6756599
Bahrain,BHR,2021-08-26,0.65343285
Bahrain,BHR,2021-08-27,0.62442887
Bahrain,BHR,2021-08-28,0.59812796
Bahrain,BHR,2021-08-29,0.5737073
Bahrain,BHR,2021-08-30,0.55068433
Bahrain,BHR,2021-08-31,0.557771
Bahrain,BHR,2021-09-01,0.5582681
Bahrain,BHR,2021-09-02,0.5643253
Bahrain,BHR,2021-09-03,0.5575809
Bahrain,BHR,2021-09-04,0.5475967
Bahrain,BHR,2021-09-05,0.54527354
Bahrain,BHR,2021-09-06,0.54641557
Bahrain,BHR,2021-09-07,0.5328539
Bahrain,BHR,2021-09-08,0.5251852
Bahrain,BHR,2021-09-09,0.5204077
Bahrain,BHR,2021-09-10,0.54782915
Bahrain,BHR,2021-09-11,0.5770449
Bahrain,BHR,2021-09-12,0.5890913
Bahrain,BHR,2021-09-13,0.5958009
Bahrain,BHR,2021-09-14,0.6029002
Bahrain,BHR,2021-09-15,0.59820986
Bahrain,BHR,2021-09-16,0.5887859
Bahrain,BHR,2021-09-17,0.56255084
Bahrain,BHR,2021-09-18,0.5353286
Bahrain,BHR,2021-09-19,0.51931274
Bahrain,BHR,2021-09-20,0.5012428
Bahrain,BHR,2021-09-21,0.48774046
Bahrain,BHR,2021-09-22,0.47923872
Bahrain,BHR,2021-09-23,0.47614884
Bahrain,BHR,2021-09-24,0.47758624
Bahrain,BHR,2021-09-25,0.47066942
Bahrain,BHR,2021-09-26,0.46821973
Bahrain,BHR,2021-09-27,0.47237042
Bahrain,BHR,2021-09-28,0.46703568
Bahrain,BHR,2021-09-29,0.46022594
Bahrain,BHR,2021-09-30,0.45109245
Bahrain,BHR,2021-10-01,0.4363807
Bahrain,BHR,2021-10-02,0.444366
Bahrain,BHR,2021-10-03,0.43879685
Bahrain,BHR,2021-10-04,0.42550105
Bahrain,BHR,2021-10-05,0.41518897
Bahrain,BHR,2021-10-06,0.4105246
Bahrain,BHR,2021-10-07,0.40663305
Bahrain,BHR,2021-10-08,0.40400475
Bahrain,BHR,2021-10-09,0.3900591
Bahrain,BHR,2021-10-10,0.38677138
Bahrain,BHR,2021-10-11,0.38765442
Bahrain,BHR,2021-10-12,0.39659783
Bahrain,BHR,2021-10-13,0.4022731
Bahrain,BHR,2021-10-14,0.4092252
Bahrain,BHR,2021-10-15,0.41305274
Bahrain,BHR,2021-10-16,0.4108088
Bahrain,BHR,2021-10-17,0.40504867
Bahrain,BHR,2021-10-18,0.40769506
Bahrain,BHR,2021-10-19,0.40727803
Bahrain,BHR,2021-10-20,0.40723553
Bahrain,BHR,2021-10-21,0.40879905
Bahrain,BHR,2021-10-22,0.41795897
Bahrain,BHR,2021-10-23,0.43440273
Bahrain,BHR,2021-10-24,0.45753893
Bahrain,BHR,2021-10-25,0.4620301
Bahrain,BHR,2021-10-26,0.45580393
Bahrain,BHR,2021-10-27,0.44313768
Bahrain,BHR,2021-10-28,0.42524767
Bahrain,BHR,2021-10-29,0.40051842
Bahrain,BHR,2021-10-30,0.36841205
Bahrain,BHR,2021-10-31,0.32855743
Bahrain,BHR,2021-11-01,0.29799867
Bahrain,BHR,2021-11-02,0.27672884
Bahrain,BHR,2021-11-03,0.26392913
Bahrain,BHR,2021-11-04,0.2523553
Bahrain,BHR,2021-11-05,0.24367589
Bahrain,BHR,2021-11-06,0.23920245
Bahrain,BHR,2021-11-07,0.23578468
Bahrain,BHR,2021-11-08,0.23477773
Bahrain,BHR,2021-11-09,0.22961703
Bahrain,BHR,2021-11-10,0.2185622
Bahrain,BHR,2021-11-11,0.20788139
Bahrain,BHR,2021-11-12,0.19668324
Bahrain,BHR,2021-11-13,0.1839926
Bahrain,BHR,2021-11-14,0.17097831
Bahrain,BHR,2021-11-15,0.15521662
Bahrain,BHR,2021-11-16,0.14328472
Bahrain,BHR,2021-11-17,0.134898
Bahrain,BHR,2021-11-18,0.12738372
Bahrain,BHR,2021-11-19,0.12232625
Bahrain,BHR,2021-11-20,0.12150454
Bahrain,BHR,2021-11-21,0.12537183
Bahrain,BHR,2021-11-22,0.13405237
Bahrain,BHR,2021-11-23,0.14418082
Bahrain,BHR,2021-11-24,0.15552211
Bahrain,BHR,2021-11-25,0.169968
Bahrain,BHR,2021-11-26,0.18123019
Bahrain,BHR,2021-11-27,0.18869731
Bahrain,BHR,2021-11-28,0.19224276
Bahrain,BHR,2021-11-29,0.19184399
Bahrain,BHR,2021-11-30,0.19009842
Bahrain,BHR,2021-12-01,0.19082455
Bahrain,BHR,2021-12-02,0.1898992
Bahrain,BHR,2021-12-03,0.19321835
Bahrain,BHR,2021-12-04,0.19695048
Bahrain,BHR,2021-12-05,0.20384854
Bahrain,BHR,2021-12-06,0.21102819
Bahrain,BHR,2021-12-07,0.21556894
Bahrain,BHR,2021-12-08,0.21420631
Bahrain,BHR,2021-12-09,0.21036328
Bahrain,BHR,2021-12-10,0.20151757
Bahrain,BHR,2021-12-11,0.19510928
Bahrain,BHR,2021-12-12,0.18794206
Bahrain,BHR,2021-12-13,0.18164207
Bahrain,BHR,2021-12-14,0.17826144
Bahrain,BHR,2021-12-15,0.1762305
Bahrain,BHR,2021-12-16,0.17649098
Bahrain,BHR,2021-12-17,0.1813893
Bahrain,BHR,2021-12-18,0.18677098
Bahrain,BHR,2021-12-19,0.19712001
Bahrain,BHR,2021-12-20,0.21342146
Bahrain,BHR,2021-12-21,0.23479213
Bahrain,BHR,2021-12-22,0.26477718
Bahrain,BHR,2021-12-23,0.3062792
Bahrain,BHR,2021-12-24,0.360465
Bahrain,BHR,2021-12-25,0.4292187
Bahrain,BHR,2021-12-26,0.50524426
Bahrain,BHR,2021-12-27,0.5940698
Bahrain,BHR,2021-12-28,0.6966529
Bahrain,BHR,2021-12-29,0.8159071
Bahrain,BHR,2021-12-30,0.9440648
Bahrain,BHR,2021-12-31,1.0886045
Bahrain,BHR,2022-01-01,1.2564671
Bahrain,BHR,2022-01-02,1.444441
Bahrain,BHR,2022-01-03,1.6470209
Bahrain,BHR,2022-01-04,1.8795414
Bahrain,BHR,2022-01-05,2.1620696
Bahrain,BHR,2022-01-06,2.4809165
Bahrain,BHR,2022-01-07,2.8449073
Bahrain,BHR,2022-01-08,3.2386403
Bahrain,BHR,2022-01-09,3.663174
Bahrain,BHR,2022-01-10,4.1361394
Bahrain,BHR,2022-01-11,4.639555
Bahrain,BHR,2022-01-12,5.108539
Bahrain,BHR,2022-01-13,5.614768
Bahrain,BHR,2022-01-14,6.0905867
Bahrain,BHR,2022-01-15,6.546508
Bahrain,BHR,2022-01-16,7.0181193
Bahrain,BHR,2022-01-17,7.468293
Bahrain,BHR,2022-01-18,7.9354258
Bahrain,BHR,2022-01-19,8.480957
Bahrain,BHR,2022-01-20,9.047605
Bahrain,BHR,2022-01-21,9.692591
